,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
280,281,d,c,6970.0,9.0,2011.0,0,,,
281,282,a,a,1220.0,12.0,2010.0,0,,,
282,283,a,a,2260.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
283,284,d,a,1290.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
284,285,a,a,2410.0,,,0,,,
285,286,a,a,1460.0,4.0,2015.0,0,,,
286,287,c,a,2740.0,5.0,2009.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
287,288,d,a,800.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
288,289,d,a,6540.0,12.0,2007.0,0,,,
289,290,a,a,4150.0,5.0,2001.0,0,,,
290,291,d,a,,,,0,,,
291,292,a,a,1100.0,6.0,2009.0,0,,,
292,293,c,c,140.0,11.0,2007.0,0,,,
293,294,a,a,3150.0,5.0,2005.0,0,,,
294,295,a,a,210.0,11.0,2000.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
295,296,a,a,9580.0,5.0,2007.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
296,297,a,a,2300.0,9.0,2010.0,0,,,
297,298,d,a,19840.0,7.0,2009.0,0,,,
298,299,d,c,38630.0,9.0,2012.0,0,,,
299,300,a,c,120.0,4.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
300,301,a,c,4510.0,3.0,2015.0,0,,,
301,302,d,c,2190.0,12.0,2007.0,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
302,303,a,a,15430.0,11.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
303,304,a,a,1950.0,7.0,2015.0,0,,,
304,305,c,c,2470.0,2.0,2005.0,1,31.0,2013.0,"Mar,Jun,Sept,Dec"
305,306,a,a,5100.0,4.0,2007.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
306,307,a,a,18660.0,9.0,2002.0,0,,,
307,308,a,a,1070.0,12.0,2006.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
308,309,d,a,8740.0,,,1,37.0,2009.0,"Feb,May,Aug,Nov"
309,310,a,c,2290.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
310,311,a,c,680.0,7.0,2005.0,0,,,
311,312,d,a,11300.0,3.0,2012.0,0,,,
312,313,d,c,14160.0,,,0,,,
313,314,a,a,3560.0,10.0,2001.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
314,315,a,c,38710.0,4.0,2013.0,0,,,
315,316,d,a,9000.0,8.0,2001.0,0,,,
316,317,d,a,3140.0,7.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
317,318,d,c,32330.0,3.0,2014.0,0,,,
318,319,a,c,570.0,9.0,2012.0,1,27.0,2012.0,"Mar,Jun,Sept,Dec"
319,320,a,c,210.0,9.0,2012.0,0,,,
320,321,c,c,8140.0,11.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
321,322,a,a,17500.0,4.0,2001.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
322,323,d,c,8400.0,4.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
323,324,a,a,13140.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
324,325,a,c,350.0,3.0,2011.0,1,22.0,2011.0,"Feb,May,Aug,Nov"
325,326,d,a,10070.0,5.0,2015.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
326,327,c,c,1390.0,12.0,2004.0,0,,,
327,328,a,a,3130.0,7.0,2002.0,0,,,
328,329,a,a,1310.0,6.0,1990.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
329,330,a,c,370.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
330,331,a,c,670.0,,,1,14.0,2015.0,"Jan,Apr,Jul,Oct"
331,332,a,a,1840.0,3.0,2006.0,0,,,
332,333,a,c,3720.0,2.0,2010.0,0,,,
333,334,d,c,4040.0,8.0,2008.0,1,18.0,2013.0,"Mar,Jun,Sept,Dec"
334,335,b,a,90.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
335,336,a,a,190.0,7.0,2014.0,0,,,
336,337,d,c,10600.0,7.0,2005.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
337,338,a,c,1590.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
338,339,a,c,2280.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
339,340,a,c,8080.0,,,0,,,
340,341,a,a,190.0,9.0,2011.0,0,,,
341,342,d,c,15770.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
342,343,d,a,18650.0,4.0,2004.0,1,14.0,2014.0,"Jan,Apr,Jul,Oct"
343,344,a,c,300.0,4.0,2011.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
344,345,a,a,120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
345,346,a,c,8090.0,,,0,,,
346,347,d,c,9360.0,7.0,2013.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
347,348,a,a,16490.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
348,349,c,c,1490.0,4.0,2009.0,0,,,
349,350,d,a,8880.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
350,351,a,a,5290.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
351,352,d,c,6360.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
352,353,b,b,900.0,,,1,14.0,2013.0,"Feb,May,Aug,Nov"
353,354,d,c,1500.0,10.0,2005.0,0,,,
354,355,a,c,9720.0,8.0,2013.0,0,,,
355,356,d,c,8970.0,12.0,2007.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
356,357,a,a,2060.0,10.0,2008.0,0,,,
357,358,a,a,2890.0,10.0,2003.0,0,,,
358,359,d,c,4370.0,,,0,,,
359,360,a,a,2040.0,6.0,2007.0,0,,,
360,361,c,c,4490.0,5.0,2014.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
361,362,c,c,340.0,,,0,,,
362,363,a,a,250.0,9.0,2009.0,0,,,
363,364,a,c,13620.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
364,365,c,a,2410.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
365,366,d,c,6470.0,12.0,2004.0,0,,,
366,367,d,c,2640.0,9.0,2012.0,0,,,
367,368,d,c,1450.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
368,369,d,c,5870.0,4.0,2014.0,0,,,
369,370,d,a,8250.0,10.0,2000.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
370,371,d,c,1970.0,7.0,2009.0,1,45.0,2014.0,"Feb,May,Aug,Nov"
371,372,d,c,4880.0,8.0,2010.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
372,373,d,c,11120.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
373,374,a,a,1150.0,9.0,2007.0,0,,,
374,375,a,c,15710.0,2.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
375,376,a,a,160.0,8.0,2012.0,0,,,
376,377,a,c,100.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
377,378,a,c,2140.0,8.0,2012.0,0,,,
378,379,d,a,6630.0,,,0,,,
379,380,a,a,2240.0,5.0,2013.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
380,381,a,a,1800.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
381,382,c,c,26130.0,11.0,2002.0,0,,,
382,383,a,c,350.0,,,0,,,
383,384,a,c,130.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
384,385,d,a,4580.0,9.0,2007.0,0,,,
385,386,d,c,1460.0,4.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
386,387,c,a,210.0,,,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
387,388,a,a,2260.0,,,0,,,
388,389,a,c,6690.0,8.0,2011.0,0,,,
389,390,a,c,1600.0,4.0,2009.0,0,,,
390,391,a,a,460.0,11.0,2014.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
391,392,a,a,2120.0,,,0,,,
392,393,d,c,4820.0,3.0,2008.0,0,,,
393,394,d,a,10850.0,,,0,,,
394,395,a,a,3620.0,2.0,2013.0,0,,,
395,396,a,c,23130.0,,,0,,,
396,397,a,c,130.0,,,1,27.0,2013.0,"Feb,May,Aug,Nov"
397,398,c,c,1540.0,,,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
398,399,a,a,5360.0,9.0,2012.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
399,400,a,a,70.0,11.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
400,401,a,c,9200.0,10.0,2009.0,1,14.0,2012.0,"Jan,Apr,Jul,Oct"
401,402,c,c,5830.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
402,403,a,a,4970.0,7.0,2015.0,0,,,
403,404,a,c,1420.0,,,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
404,405,a,a,1080.0,4.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
405,406,d,c,8240.0,3.0,2001.0,1,10.0,2013.0,"Feb,May,Aug,Nov"
406,407,a,a,5890.0,10.0,2003.0,1,14.0,2011.0,"Feb,May,Aug,Nov"
407,408,c,a,1560.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
408,409,d,c,840.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
409,410,c,a,40.0,11.0,2011.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
410,411,d,c,8460.0,,,0,,,
411,412,d,c,4460.0,,,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
412,413,a,c,760.0,9.0,2014.0,0,,,
413,414,d,c,6210.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
414,415,d,c,6910.0,4.0,2005.0,0,,,
415,416,a,c,4650.0,6.0,2014.0,0,,,
416,417,a,c,840.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
417,418,a,a,1060.0,5.0,2009.0,1,27.0,2011.0,"Feb,May,Aug,Nov"
418,419,c,a,1620.0,9.0,2009.0,0,,,
419,420,d,c,250.0,,,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
420,421,c,c,3530.0,6.0,2012.0,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
421,422,a,c,2880.0,,,0,,,
422,423,b,a,1270.0,5.0,2014.0,0,,,
423,424,d,c,1250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
424,425,d,c,1460.0,,,0,,,
425,426,a,a,250.0,,,0,,,
426,427,a,c,70.0,7.0,2005.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
427,428,d,a,2960.0,12.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
428,429,d,c,16350.0,7.0,2005.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
429,430,d,c,12870.0,10.0,2008.0,0,,,
430,431,d,c,4520.0,,,0,,,
431,432,a,a,810.0,5.0,2013.0,0,,,
432,433,a,c,30030.0,11.0,2010.0,0,,,
433,434,a,a,13020.0,8.0,2003.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
434,435,a,a,910.0,,,0,,,
435,436,d,a,2300.0,,,0,,,
436,437,c,c,430.0,,,1,50.0,2010.0,"Jan,Apr,Jul,Oct"
437,438,d,c,1110.0,,,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
438,439,a,a,1350.0,9.0,2009.0,0,,,
439,440,d,a,3900.0,4.0,2005.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
440,441,d,a,2530.0,,,0,,,
441,442,c,a,500.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
442,443,d,a,11400.0,12.0,2005.0,0,,,
443,444,c,a,1700.0,11.0,2009.0,0,,,
444,445,a,a,240.0,,,0,,,
445,446,a,a,340.0,10.0,2000.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
446,447,a,c,1510.0,9.0,2013.0,0,,,
447,448,a,c,3970.0,9.0,2009.0,0,,,
448,449,a,c,120.0,12.0,2014.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
449,450,c,a,5780.0,11.0,1994.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
450,451,a,a,2460.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
451,452,a,c,1850.0,8.0,2013.0,1,5.0,2011.0,"Feb,May,Aug,Nov"
452,453,a,c,75860.0,,,0,,,
453,454,a,a,26450.0,,,0,,,
454,455,d,c,7660.0,9.0,2010.0,0,,,
455,456,a,c,140.0,,,0,,,
456,457,d,c,13140.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
457,458,c,a,3390.0,,,0,,,
458,459,a,a,250.0,9.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
459,460,a,a,34050.0,4.0,2008.0,0,,,
460,461,d,c,1790.0,7.0,2013.0,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
461,462,a,a,44320.0,8.0,2008.0,0,,,
462,463,a,a,4160.0,,,0,,,
463,464,c,a,520.0,3.0,2009.0,0,,,
464,465,d,c,10890.0,4.0,2005.0,0,,,
465,466,a,c,3110.0,3.0,2003.0,0,,,
466,467,a,c,20390.0,4.0,2008.0,0,,,
467,468,c,c,5260.0,9.0,2012.0,0,,,
468,469,c,c,710.0,9.0,2005.0,0,,,
469,470,a,c,50.0,,,0,,,
470,471,d,a,5300.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
471,472,c,c,5030.0,8.0,2011.0,0,,,
472,473,a,a,50.0,,,0,,,
473,474,c,a,14810.0,,,1,14.0,2011.0,"Mar,Jun,Sept,Dec"
474,475,a,a,140.0,9.0,2005.0,0,,,
475,476,d,a,8300.0,9.0,2006.0,0,,,
476,477,d,a,770.0,7.0,2010.0,1,35.0,2010.0,"Jan,Apr,Jul,Oct"
477,478,d,c,1940.0,3.0,2012.0,0,,,
478,479,a,a,320.0,12.0,2005.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
479,480,a,a,300.0,11.0,2012.0,0,,,
480,481,c,c,7470.0,,,1,44.0,2012.0,"Feb,May,Aug,Nov"
481,482,c,a,2550.0,10.0,2005.0,0,,,
482,483,a,c,2310.0,9.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
483,484,a,c,14300.0,3.0,2011.0,0,,,
484,485,d,c,3270.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
485,486,a,a,2320.0,,,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
486,487,d,c,2180.0,9.0,2012.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
487,488,a,c,2890.0,4.0,2014.0,0,,,
488,489,a,a,14960.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
489,490,a,a,660.0,4.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
490,491,d,c,4680.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
491,492,a,a,1740.0,3.0,2008.0,1,40.0,2012.0,"Jan,Apr,Jul,Oct"
492,493,d,c,1150.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
493,494,b,a,1260.0,6.0,2011.0,0,,,
494,495,d,a,5470.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
495,496,d,c,2780.0,6.0,2015.0,0,,,
496,497,a,c,1610.0,,,0,,,
497,498,a,a,990.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
498,499,c,c,450.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
499,500,d,c,10690.0,9.0,2007.0,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
500,501,a,c,1620.0,9.0,2006.0,0,,,
501,502,a,a,220.0,2.0,2002.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
502,503,d,c,13080.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
503,504,c,c,820.0,,,0,,,
504,505,a,a,350.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
505,506,a,a,1850.0,12.0,2014.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
506,507,a,c,9070.0,4.0,2011.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
507,508,a,c,1280.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
508,509,a,a,4740.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
509,510,a,c,8260.0,,,0,,,
510,511,a,a,2060.0,9.0,2009.0,0,,,
511,512,b,b,590.0,,,1,5.0,2013.0,"Mar,Jun,Sept,Dec"
512,513,a,a,400.0,8.0,2013.0,0,,,
513,514,c,c,1200.0,7.0,2012.0,1,27.0,2012.0,"Jan,Apr,Jul,Oct"
514,515,d,c,11260.0,,,1,9.0,2011.0,"Feb,May,Aug,Nov"
515,516,a,c,20.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
516,517,a,c,22490.0,,,0,,,
517,518,d,c,3330.0,3.0,2015.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
518,519,c,c,2510.0,8.0,2009.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
519,520,a,c,6900.0,,,1,40.0,2012.0,"Mar,Jun,Sept,Dec"
520,521,d,a,18610.0,11.0,2002.0,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
521,522,d,c,7160.0,11.0,2012.0,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
522,523,c,c,50.0,11.0,2013.0,0,,,
523,524,a,c,40860.0,9.0,2013.0,0,,,
524,525,d,c,1870.0,9.0,2013.0,0,,,
525,526,a,a,120.0,,,1,48.0,2011.0,"Mar,Jun,Sept,Dec"
526,527,d,c,5830.0,4.0,2008.0,0,,,
527,528,a,c,20620.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
528,529,d,c,12920.0,9.0,2012.0,0,,,
529,530,a,c,18160.0,,,0,,,
530,531,a,c,4030.0,,,0,,,
531,532,a,c,1070.0,8.0,2010.0,0,,,
532,533,a,c,5950.0,,,0,,,
533,534,d,a,1200.0,9.0,2009.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
534,535,a,a,3570.0,4.0,2007.0,0,,,
535,536,a,c,4700.0,9.0,2002.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
536,537,a,a,600.0,5.0,2002.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
537,538,a,a,990.0,2.0,2010.0,0,,,
538,539,a,a,770.0,5.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
539,540,d,c,810.0,,,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
540,541,a,c,650.0,7.0,1990.0,0,,,
541,542,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
542,543,c,a,1080.0,12.0,2012.0,0,,,
543,544,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
544,545,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
545,546,a,a,580.0,1.0,2005.0,0,,,
546,547,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
547,548,d,c,3760.0,2.0,2009.0,0,,,
548,549,a,c,2330.0,,,0,,,
549,550,d,c,50.0,6.0,2015.0,0,,,
550,551,a,c,2190.0,9.0,2013.0,0,,,
551,552,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
552,553,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
553,554,c,c,1200.0,,,0,,,
554,555,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
555,556,d,c,1140.0,11.0,2014.0,0,,,
556,557,a,a,250.0,,,0,,,
557,558,a,a,3000.0,2.0,2010.0,0,,,
558,559,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
559,560,c,c,1910.0,7.0,2013.0,0,,,
560,561,d,a,14300.0,,,0,,,
